Idx,CategoryID,CategoryName,BestOfferEnabled,AutoPayEnabled,CategoryLevel,CategoryParentID
2229,67141,Other Draft Beer Dispensing,false,false,5,57071
2230,57068,Fountains & Soda Dispensing,false,false,4,25362
2231,25365,Frozen Drink & Slush Machines,false,false,4,25362
2232,67119,"Kegerator, Direct Draw Coolers",false,false,4,25362
2233,57069,Water Filtration,false,false,4,25362
2234,11876,Other Bar & Beverage Equipment,true,false,4,25362
2235,25367,Commercial Kitchen Equipment,false,false,3,11874
2236,95072,Baking & Dough Equipment,false,false,4,25367
2237,95093,Bakery Racks,false,false,5,95072
2238,95085,Donut Machines,false,false,5,95072
2239,95086,Dough Proofers & Warmers,false,true,5,95072
2240,95087,Dough Rollers & Cutters,true,false,5,95072
2241,95092,Pans,true,true,5,95072
2242,95073,Other Commercial Baking Equip,false,false,5,95072
2243,57106,Cleaning & Warewashing,false,false,4,25367
2244,57107,Dishwashers,false,false,5,57106
2245,159706,Faucets,false,false,5,57106
2246,57108,Grease Traps,false,false,5,57106
2247,67193,Sinks,false,false,5,57106
2248,67194,1-Compartment Sinks,false,false,6,67193
2249,67195,2-Compartment Sinks,false,false,6,67193
2250,67196,3-Compartment Sinks,false,false,6,67193
2251,57109,Other Commercial Sinks,false,false,6,67193
2252,57110,Waste Disposal,false,false,5,57106
2253,53230,Other Commercial Dishwashing,false,false,5,57106
2254,53220,Cooking & Warming Equipment,false,false,4,25367
2255,113742,Fryers,true,true,5,53220
2256,53216,"Grills, Griddles & Broilers",false,false,5,53220
2257,67155,Outdoor Barbecue & Smokers,false,false,5,53220
2258,53217,Ovens & Ranges,false,false,5,53220
2259,95084,Bakery Ovens,true,false,6,53217
2260,57080,Commercial Microwave Ovens,false,false,6,53217
2261,53218,Convection Ovens,true,false,6,53217
2262,57079,Deck & Conveyor Ovens,false,false,6,53217
2263,25369,Pizza Ovens,false,false,6,53217
2264,25368,Ranges,false,false,6,53217
2265,57081,Rotisserie Ovens,true,false,6,53217
2266,53219,Other Commercial Ovens,false,false,6,53217
2267,57083,Sandwich & Panini Grills,false,false,5,53220
2268,57084,Soup & Steam Kettles,false,false,5,53220
2269,67156,Steamers & Steam Cooking,false,false,5,53220
2270,67159,Toasters,false,false,5,53220
2271,57086,Waffle Irons & Crepe Machines,false,false,5,53220
2272,40116,Parts & Accessories,false,false,5,53220
2273,25370,Other Commercial Warming Equip,false,false,5,53220
2274,25357,Cookware & Kitchen Tools,false,true,4,25367
2275,11886,Bakeware,false,true,5,25357
2276,11878,Cutlery,false,false,5,25357
2277,57101,Foil & Wrap,false,false,5,25357
2278,57087,Knife Stones & Sharpeners,true,false,5,25357
2279,67163,Pans,false,true,5,25357
2280,11877,Pots,false,false,5,25357
2281,25358,Utensils,false,false,5,25357
2282,25359,Other Commercial Cookware,true,false,5,25357
2283,95078,Food Preparation Equipment,false,false,4,25367
2284,57099,Can Openers,true,false,5,95078
2285,67164,Choppers & Cutters,false,false,5,95078
2286,36346,Food Processors,false,false,5,95078
2287,95074,Meat Grinders & Butcher Supply,false,false,5,95078
2288,53215,Knives,false,false,6,95074
2289,25372,Meat Grinders,false,false,6,95074
2290,57088,Meat Tenderizers,false,true,6,95074
2291,95075,Sausage Stuffers,false,false,6,95074
2292,95076,Saws,true,false,6,95074
2293,95077,Other Commercial Butcher Equip,false,false,6,95074
2294,25373,Mixers,false,false,5,95078
2295,53221,Mixer Accessories,false,false,5,95078
2296,111517,Prep Tables,false,false,5,95078
2297,95081,Pizza Preparation,false,false,6,111517
2298,55840,Work Tables,false,false,6,111517
2299,111518,Other Commercial Prep Tables,false,false,6,111517
2300,25383,Scales,false,false,5,95078
2301,25374,Slicers,false,false,5,95078
2302,53222,Stick Blenders,false,false,5,95078
2303,95083,Other Commercial Food Prep,false,false,5,95078
2304,57082,"Hood Systems, Fire Suppression",false,true,4,25367
2305,57100,Storage & Handling Equipment,true,false,4,25367
2306,57102,Food Storage Containers,true,false,5,57100
2307,67148,Heating & Holding Cabinets,false,false,5,57100
2308,95079,Pizza Delivery Bags,false,false,5,57100
2309,71419,Shelving & Racks,false,false,5,57100
2310,57104,Other Storage & Handling Equip,true,false,5,57100
2311,167899,Vintage Equipment,true,false,4,25367
2312,92301,Other Comm Kitchen Equipment,false,false,4,25367
2313,67145,Concession Trailers & Carts,false,false,3,11874
2314,67146,"Carts, Stands & Kiosks",false,true,4,67145
2315,46590,Concession Trailers,false,false,4,67145
2316,67147,Other Concession Stands,false,true,4,67145
2317,57093,"Furniture, Signs & Décor",false,false,3,11874
2318,67172,Chairs & Seating,false,false,4,57093
2319,57098,Decorations & Décor,false,false,4,57093
2320,109371,Display Cases,false,false,4,57093
2321,166673,Menu Boards,false,false,4,57093
2322,166674,Sign Holders,false,true,4,57093
2323,25380,Signs,false,false,4,57093
2324,11883,Tables,true,true,4,57093
2325,167900,Vintage Signs & Décor,false,false,4,57093
2326,57096,Other Restaurant Décor,true,true,4,57093
2327,25375,Refrigeration & Ice Machines,false,true,3,11874
2328,53225,Coolers & Refrigerators,false,false,4,25375
2329,53229,Freezers,false,false,4,25375
2330,67167,Ice Cream Machines,false,false,4,25375
2331,67171,Ice Machines,false,false,4,25375
2332,53226,Other Restaurant Refrigeration,false,false,4,25375
2333,25381,Tabletop & Serving,false,false,3,11874
2334,55835,"Serving, Buffet & Catering",false,false,4,25381
2335,55836,Buffet Tables & Salad Bars,false,false,5,55835
2336,159704,Carts,false,false,5,55835
2337,55837,Chafers & Accessories,false,true,5,55835
2338,55838,Insulated Food Containers,false,true,5,55835
2339,25356,Other Buffet Equipment,false,true,5,55835
2340,25385,Tabletop,true,false,4,25381
2341,11887,Dinnerware,false,true,5,25385
2342,25382,Disposables,true,false,5,25385
2343,11879,Flatware,false,false,5,25385
2344,11884,Glassware,false,true,5,25385
2345,25386,Linens,false,false,5,25385
2346,25387,Tabletop Accessories,false,false,5,25385
2347,25388,Other Buffet Table Supplies,false,false,5,25385
2348,25384,Other Tabletop & Serving,false,true,4,25381
2349,50935,Uniforms & Aprons,false,false,3,11874
2350,50936,Aprons,true,false,4,50935
2351,50937,Chef Coats,false,true,4,50935
2352,121274,Chef Pants,true,true,4,50935
2353,50938,Hats,false,false,4,50935
2354,11885,Other Restaurant Uniforms,false,false,4,50935
2355,25389,Vending & Tabletop Concessions,true,false,3,11874
2356,55845,ATM Machines,true,false,4,25389
2357,67177,Beverage & Snack Vending,false,false,4,25389
2358,25390,Cold Beverage & Soda Machines,false,true,5,67177
2359,67178,Hot Beverage Machines,false,false,5,67177
2360,67179,Snack & Beverage Combo,false,false,5,67177
2361,11888,Snack & Food Machines,true,false,5,67177
2362,50940,Parts & Accessories,true,false,5,67177
2363,159705,Other Beverage & Snack Vending,false,false,5,67177
2364,67184,Candy & Bulk Vending,false,false,4,25389
2365,50939,Candy & Bulk Vending Machines,false,false,5,67184
2366,109428,Parts,true,false,5,67184
2367,67186,Other Candy & Bulk Vending,false,false,5,67184
2368,67183,Change Machines,false,false,4,25389
2369,67187,Medicine & Condom Vending,false,false,4,25389
2370,46589,Tabletop Concession Machines,true,false,4,25389
2371,67142,Concession Condiment Systems,false,true,5,46589
2372,67143,Cotton Candy,false,false,5,46589
2373,46591,Hot Dogs,false,false,5,46589
2374,55839,Nachos,false,false,5,46589
2375,46592,Popcorn,true,true,5,46589
2376,57077,Pretzels,false,false,5,46589
2377,67144,Snow Cones & Shaved Ice,false,false,5,46589
2378,25366,Other Tabletop Concession,false,false,5,46589
2379,167901,Vintage Equipment,false,false,4,25389
2380,25391,Other Vending & Concessions,false,false,4,25389
2381,1271,Other Restaurant & Catering,false,false,3,11874
2382,55841,Wholesale Lots,false,false,3,11874
2383,55842,Bulk Food,false,false,4,55841
2384,55843,Restaurant Supplies,false,false,4,55841
2385,52533,Retail Supplies,false,false,4,55841
2386,55844,Tabletop & Dinnerware,false,false,4,55841
2387,31487,Other Restaurant Lots,false,false,4,55841
2388,11890,Retail & Services,true,false,2,12576
2389,166675,Business Signs,true,false,3,11890
2390,73175,Dry Cleaning & Laundromat,false,false,3,11890
2391,55852,Coin-op Washers & Dryers,false,false,4,73175
2392,73177,Dry Cleaning Equipment,false,false,4,73175
2393,73178,Other Dry Cleaning & Coin-Op,false,true,4,73175
2394,67694,Jewelry Packaging & Display,true,false,3,11890
2395,67695,Bags,false,false,4,67694
2396,164369,Carrying Cases,true,false,4,67694
2397,67697,Cases & Displays,false,false,4,67694
2398,67698,Bracelet,true,false,5,67697
2399,67699,Earring,false,true,5,67697
2400,67700,Necklace & Pendant,false,true,5,67697
2401,67701,Ring,false,true,5,67697
2402,67702,Watch,false,false,5,67697
2403,164370,Multi-Purpose,false,false,5,67697
2404,67703,Other Retail Jewelry Displays,false,true,5,67697
2405,67696,Gift Boxes,false,false,4,67694
2406,67704,Jars & Containers,false,true,4,67694
2407,67705,Pouches,true,false,4,67694
2408,164371,"Tags, Price Tags",false,false,4,67694
2409,67706,Trays,true,false,4,67694
2410,495,Other Retail Jewelry Packaging,false,false,4,67694
2411,109415,Labeling & Tagging Supplies,false,false,3,11890
2412,109417,Barbs & Hooks,false,false,4,109415
2413,109419,Labels,false,false,4,109415
2414,109421,Price & Label Guns,false,false,4,109415
2415,109422,Tag Guns,true,false,4,109415
2416,109420,Tags,false,false,4,109415
2417,27172,Other Retail Labeling,false,false,4,109415
2418,50941,Mannequins & Dress Forms,false,false,3,11890
2419,50945,Dress Forms,false,false,4,50941
2420,50949,Full-Body Mannequins,true,true,4,50941
2421,50950,Partial-Body & Mannequin Parts,false,false,4,50941
2422,50944,Torsos,false,false,4,50941
2423,50951,Other Mannequins & Dress Forms,false,true,4,50941
2424,71465,Point of Sale Equipment,false,false,3,11890
2425,46706,Barcode Scanners,false,false,4,71465
2426,71478,Card Encoders & Readers,false,true,4,71465
2427,46708,Cash Drawers & Inserts,false,true,4,71465
2428,11891,Cash Registers,false,false,4,71465
2429,71476,Check Readers,false,false,4,71465
2430,104246,Complete PC-Based Systems,false,false,4,71465
2431,46594,Restaurant Systems,false,false,5,104246
2432,71470,Retail Systems,false,false,5,104246
2433,71477,Other POS PC-Based Systems,false,true,5,104246
2434,46714,Credit Card Imprinters,true,false,4,71465
2435,11892,"Credit Card Terminals, Readers",false,false,4,71465
2436,71466,Money Handling & Counting,true,false,4,71465
2437,71467,Bill & Cash Counting,false,false,5,71466
2438,46707,Coin & Change Sorting,false,false,5,71466
2439,71468,Counterfeit Detection,false,false,5,71466
2440,71469,Other Money Handling,false,true,5,71466
2441,46710,Pin Pads & Keyboards,false,true,4,71465
2442,46709,Pole Displays,false,false,4,71465
2443,121275,"Printers, Ribbon & Paper",false,false,4,71465
2444,46712,Printers,false,false,5,121275
2445,71472,Ribbons & Paper,false,false,5,121275
2446,121276,Other POS Printer Equipment,false,false,5,121275
2447,71475,POS Scales,false,false,4,71465
2448,46711,POS Software,true,false,4,71465
2449,71474,Other Point of Sale Equipment,true,false,4,71465
2450,109430,Racks & Fixtures,true,true,3,11890
2451,121277,Card & Literature Stands,true,false,4,109430
2452,109431,Clothing Racks,false,false,4,109430
2453,11893,Display Cases,false,false,4,109430
2454,109432,Hat Stands,false,false,4,109430
2455,109433,Pegboards & Hooks,false,false,4,109430
2456,46704,Shelving,true,false,4,109430
2457,121278,Sign Holders,false,false,4,109430
2458,109434,Spinners & Carousels,false,true,4,109430
2459,11894,Other Retail Racks & Fixtures,true,false,4,109430
2460,71479,Security & Surveillance,false,false,3,11890
2461,46974,Camera & Video Systems,false,false,4,71479
2462,71480,"EAS, Tag-based Systems",false,false,4,71479
2463,71481,Locking Devices & Alarms,false,false,4,71479
2464,71482,Other Retail Security,false,false,4,71479
2465,71483,Shopping Carts & Baskets,false,false,3,11890
2466,46701,Other Retail & Services,true,false,3,11890
2467,11759,Websites & Businesses for Sale,false,false,2,12576
2468,46689,Internet Businesses & Websites,false,true,3,11759
2469,11760,Manufacturing,false,false,3,11759
2470,46690,Marketing,false,false,3,11759
2471,50973,Patents & Trademarks,false,false,3,11759
2472,11761,Retail & General Stores,false,false,3,11759
2473,11762,Service Businesses,false,true,3,11759
2474,46691,Vending & Coin-op,false,true,3,11759
2475,11764,Wholesale Trade & Distribution,false,false,3,11759
2476,2992,Other Businesses for Sale,true,false,3,11759
2477,26261,Other Business & Industrial,false,false,2,12576
2478,625,Cameras & Photo,false,false,1,625
2479,28179,Binoculars & Telescopes,false,true,2,625
2480,83880,Binoculars & Monoculars,false,true,3,28179
2481,162485,Binocular Cases & Accessories,false,false,3,28179
2482,74927,Telescopes,false,false,3,28179
2483,74922,Telescope Parts & Accessories,true,true,3,28179
2484,151236,Telescope Adapters,true,true,4,74922
2485,32943,Telescope Cases & Bags,false,false,4,74922
2486,29954,Telescope Eyepieces & Lenses,true,false,4,74922
2487,74923,Telescope Filters,false,true,4,74922
2488,74925,Telescope Mirrors & Prisms,false,false,4,74922
2489,167938,Telescope Mounts,false,false,4,74922
2490,74926,Other Telescope Parts & Accs,false,false,4,74922
2491,162044,Other Binoculars & Telescopes,false,true,3,28179
2492,179697,Camera Drones,false,false,2,625
2493,11724,Camcorders,false,false,2,625
2494,31388,Digital Cameras,false,false,2,625
2495,15200,Camera & Photo Accessories,false,false,2,625
2496,29994,Accessory Bundles,false,false,3,15200
2497,162045,Batteries,false,false,3,15200
2498,29967,Battery Grips,false,false,3,15200
2499,155707,Cables & Adapters,true,true,3,15200
2500,67339,Camcorder Tapes & Discs,false,true,3,15200
2501,43440,Camera & Camcorder Lights,true,false,3,15200
2502,107894,"Cases, Bags & Covers",false,false,3,15200
2503,162046,Chargers & Cradles,false,false,3,15200
2504,162053,Cleaning Equipment & Kits,true,false,3,15200
2505,50508,LCD Hoods,false,false,3,15200
2506,18871,Memory Cards,true,false,3,15200
2507,50503,Memory Card Cases,false,false,3,15200
2508,43448,Memory Card Readers & Adapters,false,false,3,15200
2509,83857,Microphones,false,false,3,15200
2510,29951,Photo Albums & Storage,false,true,3,15200
2511,29952,Archival & Mounting Materials,false,false,4,29951
2512,73459,Photo Albums & Boxes,false,false,4,29951
2513,29953,Other Photo Albums & Storage,false,false,4,29951
2514,64345,Remotes & Shutter Releases,true,false,3,15200
2515,167928,Screen Protectors,false,false,3,15200
2516,64343,Straps & Hand Grips,false,false,3,15200
2517,50506,Underwater Cases & Housings,false,true,3,15200
2518,167930,Viewfinders & Eyecups,false,false,3,15200
2519,162480,Other Camera & Photo Accs,true,false,3,15200
2520,150044,Digital Photo Frames,false,false,2,625
2521,69323,Film Photography,false,true,2,625
2522,15224,Darkroom & Developing,false,false,3,69323
2523,29991,Darkroom Timers,true,false,4,15224
2524,162048,Easels & Negative Carriers,false,false,4,15224
2525,29985,Enlargers,false,false,4,15224
2526,29986,Enlarging Lenses,false,false,4,15224
2527,29983,Film Development Chemicals,false,false,4,15224
2528,29988,Finishing Equipment,true,false,4,15224
2529,15226,Photographic Paper,true,false,4,15224
2530,29993,Processing Equipment,false,true,4,15224
2531,29990,Safelights & Bulbs,false,false,4,15224
2532,629,Other Darkroom & Developing,false,false,4,15224
2533,170066,Digital Backs,true,false,3,69323
2534,15230,Film Cameras,false,false,3,69323
2535,4201,Film,false,false,3,69323
2536,29973,Film Backs & Holders,false,false,3,69323
2537,29980,Lens Boards,true,false,3,69323
2538,29970,Motor Drives & Winders,false,false,3,69323
2539,4689,Movie Cameras,false,false,3,69323
2540,4690,Movie Camera Accessories,false,false,3,69323
2541,4790,Movie Editing Equipment,false,false,3,69323
2542,29965,Rangefinder Units & Accs,false,false,3,69323
2543,15250,Slide & Movie Projection,false,true,3,69323
2544,15252,Movie Projectors,true,false,4,15250
2545,15256,Slide Projectors,false,false,4,15250
2546,15251,Bulbs & Lamps,false,false,4,15250
2547,83874,Projection Lenses,false,false,4,15250
2548,30089,Projection Screens & Material,false,false,4,15250
2549,83876,Slide Trays & Carousels,true,false,4,15250
2550,83877,Slide Viewers,false,false,4,15250
2551,15257,Other Slide & Movie Projection,false,false,4,15250
2552,43479,Other Film Photography,false,false,3,69323
2553,64353,Flashes & Flash Accessories,true,true,2,625
2554,48515,Flashes,true,false,3,64353
2555,69573,Flash Adapters,false,false,3,64353
2556,89161,Flash Brackets,false,false,3,64353
2557,121464,Flash Diffusers,false,false,3,64353
2558,155823,Sync Cords,false,false,3,64353
2559,64354,Other Flashes & Flash Accs,false,false,3,64353
2560,78997,Lenses & Filters,false,false,2,625
2561,3323,Lenses,false,false,3,78997
2562,15216,Filters,false,false,3,78997
2563,80390,Auxiliary Lenses,false,false,3,78997
2564,30040,Filter Rings & Holders,true,false,3,78997
2565,30059,"Lens Adapters, Mounts & Tubes",true,false,3,78997
2566,79001,Lens Caps,false,false,3,78997
2567,78999,Lens Hoods,false,false,3,78997
2568,79000,Other Lenses & Filters,false,false,3,78997
2569,30078,Lighting & Studio,false,false,2,625
2570,79003,Background Material,false,false,3,30078
2571,19590,Continuous Lighting,false,false,3,30078
2572,19591,Lighting Kits,false,false,4,19590
2573,69341,Lighting Units,false,false,4,19590
2574,172516,Light Bulbs & Tubes,false,false,4,19590
2575,3860,Other Continuous Lighting,false,true,4,19590
2576,124848,Flash Lighting,true,true,3,30078
2577,87637,Monolight Flashes,false,false,4,124848
2578,124850,Flash Heads & Power Supplies,true,false,4,124848
2579,87635,Flash Lighting Kits,false,false,4,124848
2580,155817,Flash Bulbs & Tubes,false,false,4,124848
2581,30086,Slaves & Trigger Systems,false,false,4,124848
2582,30087,Other Flash Lighting,false,false,4,124848
2583,79007,Light Controls & Modifiers,false,false,3,30078
2584,79008,Softboxes & Diffusers,false,false,4,79007
2585,30082,Studio Reflectors,false,false,4,79007
2586,79009,Studio Umbrellas,false,false,4,79007
2587,79010,Other Light Controls & Mods,false,true,4,79007
2588,88668,Light Meters,false,false,3,30078
2589,88665,Light Stands & Booms,false,true,3,30078
2590,88667,Light Stand & Boom Accessories,false,false,3,30078
2591,30085,Props & Stage Equipment,false,false,3,30078
2592,151226,Shooting Tables & Light Tents,false,true,3,30078
2593,21198,Stock Photo Collections,true,false,3,30078
2594,30088,Other Lighting & Studio,false,false,3,30078
2595,4684,Manuals & Guides,false,false,2,625
2596,162047,Replacement Parts & Tools,false,false,2,625
2597,172513,Camcorder Parts,true,false,3,162047
2598,64352,Digital Camera Parts,true,false,3,162047
2599,30038,Film Camera Parts,false,false,3,162047
2600,172514,Tools & Repair Kits,false,false,3,162047
2601,30090,Tripods & Supports,false,false,2,625
2602,30093,Tripods & Monopods,false,false,3,30090
2603,172511,Stabilizers,false,false,3,30090
2604,30095,Tripod Heads,false,false,3,30090
2605,30097,Other Tripods & Supports,false,false,3,30090
2606,21162,Video Production & Editing,false,false,2,625
2607,100501,Audio for Video,false,false,3,21162
2608,21166,Editing & Post-Production,false,false,3,21162
2609,21168,Recorders & Players,false,false,3,21162
2610,21169,Switchers & Routers,false,false,3,21162
2611,21517,Video Monitors,false,false,3,21162
2612,3319,Other Production & Editing,false,false,3,21162
2613,3326,Vintage Movie & Photography,false,true,2,625
2614,101643,Vintage Cameras,false,false,3,3326
2615,98923,35mm Cameras,false,false,4,101643
2616,11716,Box Cameras,false,false,4,101643
2617,109092,Disc Cameras,false,false,4,101643
2618,11717,Folding Cameras,true,false,4,101643
2619,11718,Instant Cameras,false,false,4,101643
2620,11719,Movie Cameras,false,false,4,101643
2621,98924,Rangefinder Cameras,false,false,4,101643
2622,11720,SLR Cameras,false,false,4,101643
2623,4692,Stereo Cameras,false,true,4,101643
2624,101644,Subminiature Cameras,false,false,4,101643
2625,11721,TLR Cameras,false,false,4,101643
2626,4701,Other Vintage Cameras,false,false,4,101643
2627,167943,Vintage Film,false,false,3,3326
2628,101642,Vintage Lenses,true,false,3,3326
2629,170067,Vintage Manuals & Guides,true,false,3,3326
2630,11722,Vintage Projectors & Screens,true,true,3,3326
2631,4702,Vintage Parts & Accessories,false,false,3,3326
2632,711,Other Vintage Photography,false,false,3,3326
2633,45086,Wholesale Lots,true,false,2,625
2634,50996,Digital Cameras,false,false,3,45086
2635,50997,Film Cameras,false,false,3,45086
2636,45088,Vintage,false,false,3,45086
2637,45087,Accessories,false,false,3,45086
2638,45089,Other Camera Wholesale Lots,false,false,3,45086
2639,27432,Other Cameras & Photo,false,false,2,625
2640,15032,Cell Phones & Accessories,true,false,1,15032
2641,9355,Cell Phones & Smartphones,false,false,2,15032
2642,178893,Smart Watches,false,true,2,15032
2643,180899,Smart Watch Accessories,true,false,2,15032
2644,9394,Cell Phone Accessories,true,false,2,15032
2645,58543,Accessory Bundles,true,false,3,9394
2646,166030,Armbands,true,false,3,9394
2647,132297,Audio Docks & Speakers,false,false,3,9394
2648,20357,Batteries,false,false,3,9394
2649,123422,Cables & Adapters,false,true,3,9394
2650,88468,Car Speakerphones,false,false,3,9394
2651,20349,"Cases, Covers & Skins",true,true,3,9394
2652,123417,Chargers & Cradles,false,true,3,9394
2653,20373,Decals & Stickers,true,false,3,9394
2654,146504,FM Transmitters,true,false,3,9394
2655,80077,Headsets,false,false,3,9394
2656,43307,Manuals & Guides,false,false,3,9394
2657,96991,Memory Cards,false,false,3,9394
2658,48571,Memory Card Readers & Adapters,false,true,3,9394
2659,35190,Mounts & Holders,false,false,3,9394
2660,179406,Port Dust Covers,false,false,3,9394
2661,58540,Screen Protectors,false,true,3,9394
2662,68030,Signal Boosters,false,false,3,9394
2663,122962,Straps & Charms,false,false,3,9394
2664,48677,Styluses,true,false,3,9394
2665,42425,Other Cell Phone Accessories,true,false,3,9394
2666,136699,Display Phones,false,false,2,15032
2667,146492,Phone Cards & SIM Cards,false,true,2,15032
2668,43308,Refills & Top Ups,false,false,3,146492
2669,29778,SIM Cards,false,true,3,146492
2670,146493,SIM Card Readers,false,true,3,146492
2671,43304,Cell Phone & Smartphone Parts,false,false,2,15032
2672,45065,Wholesale Lots,true,false,2,15032
2673,45070,Cell Phones,false,false,3,45065
2674,45066,Parts & Accessories,true,false,3,45065
2675,64356,Batteries,false,false,4,45066
2676,167923,Cables & Adapters,false,false,4,45066
2677,45068,"Cases, Covers & Skins",false,false,4,45066
2678,64357,Chargers & Cradles,false,false,4,45066
2679,146495,Faceplates,true,false,4,45066
2680,167924,Headsets,false,true,4,45066
2681,146496,Screen Protectors,false,false,4,45066
2682,45067,Signal Boosters,true,false,4,45066
2683,146494,Straps & Charms,false,false,4,45066
2684,167926,Styluses,false,false,4,45066
2685,45069,Other Wholesale Parts & Accs,false,false,4,45066
2686,45073,Other Cell Phone Lots,false,false,3,45065
2687,42428,Other Cell Phones & Accs,false,true,2,15032
2688,11450,"Clothing, Shoes & Accessories",false,true,1,11450
2689,3082,Baby & Toddler Clothing,true,true,2,11450
2690,163222,Baby Accessories,false,false,3,3082
2691,57748,Bags,false,true,4,163222
2692,176966,Belts,false,true,4,163222
2693,163225,Gloves & Mittens,true,false,4,163222
2694,18786,Hair Accessories,false,false,4,163222
2695,163224,Hats,false,true,4,163222
2696,175522,Jewelry,false,false,4,163222
2697,175523,Scarves,false,true,4,163222
2698,176967,Sunglasses,false,false,4,163222
2699,176968,Ties,false,false,4,163222
2700,163226,Other Baby Accessories,false,false,4,163222
2701,147285,Baby Shoes,false,false,3,3082
2702,139762,Christening,false,false,3,3082
2703,147317,Boys' Clothing (Newborn-5T),false,false,3,3082
2704,57793,Bottoms,false,false,4,147317
2705,57784,One-Pieces,true,false,4,147317
2706,147324,Outerwear,false,false,4,147317
2707,147333,Outfits & Sets,false,false,4,147317
2708,147336,Sleepwear,false,false,4,147317
2709,163220,Socks,false,false,4,147317
2710,147337,Suits,false,false,4,147317
2711,147338,Sweaters,false,false,4,147317
2712,147339,Swimwear,false,true,4,147317
2713,147340,Tops & T-Shirts,false,false,4,147317
2714,147341,Underwear,false,false,4,147317
2715,147342,Mixed Items & Lots,false,false,4,147317
2716,147343,Other Newborn-5T Boys Clothes,false,false,4,147317
2717,147192,Girls' Clothing (Newborn-5T),false,false,3,3082
2718,163175,Bottoms,false,false,4,147192
2719,163351,Dresses,false,true,4,147192
2720,57847,One-Pieces,false,false,4,147192
2721,147202,Outerwear,true,false,4,147192
2722,147211,Outfits & Sets,false,false,4,147192
2723,147214,Skirts,false,false,4,147192
2724,147215,Sleepwear,true,false,4,147192
2725,147284,Socks & Tights,false,false,4,147192
2726,147216,Sweaters,false,false,4,147192
2727,152398,Swimwear,true,false,4,147192
2728,147218,Tops & T-Shirts,false,false,4,147192
2729,147219,Underwear,true,true,4,147192
2730,147220,Mixed Items & Lots,false,false,4,147192
2731,147221,Other Newborn-5T Girls Clothes,false,false,4,147192
2732,163397,Unisex Clothing (Newborn-5T),false,false,3,3082
2733,163424,Bottoms,false,false,4,163397
2734,163425,One-Pieces,false,false,4,163397
2735,163399,Outerwear,false,false,4,163397
2736,163427,Outfits & Sets,false,true,4,163397
2737,163400,Sleepwear,false,false,4,163397
2738,57749,Socks,false,false,4,163397
2739,163401,Tops & T-Shirts,false,true,4,163397
2740,163402,Mixed Items & Lots,false,false,4,163397
2741,57875,Other Newborn-5T Unisex,false,false,4,163397
2742,1070,Other Baby & Toddler Clothing,false,false,3,3082
2743,171146,"Kids' Clothing, Shoes & Accs",true,true,2,11450
2744,11452,Boys' Clothing (Sizes 4 & Up),false,false,3,171146
2745,77475,Jeans,false,true,4,11452
2746,51933,Outerwear,true,false,4,11452
2747,156790,Outfits & Sets,false,false,4,11452
2748,51920,Pants,false,false,4,11452
2749,15615,Shorts,false,true,4,11452
2750,84544,Sleepwear,false,false,4,11452
2751,153564,Socks,false,false,4,11452
2752,99754,Suits,false,true,4,11452
2753,51946,Sweaters,false,false,4,11452
2754,57916,Sweatshirts & Hoodies,false,false,4,11452
2755,51919,Swimwear,false,false,4,11452
2756,175521,"Tops, Shirts & T-Shirts",false,false,4,11452
2757,51973,Underwear,false,false,4,11452
2758,28016,Uniforms,true,false,4,11452
2759,176957,Vests,true,false,4,11452
2760,15620,Mixed Items & Lots,false,false,4,11452
2761,1067,Other Boys' Clothes Sizes 4+,false,false,4,11452
2762,57929,Boys' Shoes,false,false,3,171146
2763,57881,Boys' Accessories,false,false,3,171146
2764,57882,Backpacks & Bags,false,false,4,57881
2765,57883,Belts & Belt Buckles,true,false,4,57881
2766,57885,Gloves & Mittens,true,true,4,57881
2767,57884,Hats,false,false,4,57881
2768,175524,Key Chains,false,false,4,57881
2769,122321,Scarves,false,false,4,57881
2770,131411,Sunglasses,false,false,4,57881
2771,122320,Suspenders,false,false,4,57881
2772,57886,Ties,false,false,4,57881
2773,175525,Umbrellas,false,true,4,57881
2774,57887,Wallets,false,false,4,57881
2775,122322,Wristbands,true,false,4,57881
2776,156789,Mixed Items & Lots,false,false,4,57881
2777,3075,Other Boys' Accessories,true,false,4,57881
2778,11462,Girls' Clothing (Sizes 4 & Up),false,false,3,171146
2779,51581,Dresses,false,false,4,11462
2780,77411,Jeans,true,false,4,11462
2781,175528,Jumpsuits & Rompers,false,true,4,11462
2782,152719,Leggings,false,false,4,11462
2783,51580,Outerwear,false,false,4,11462
2784,156801,Outfits & Sets,false,false,4,11462
2785,51568,Pants,false,false,4,11462
2786,15648,Shorts,true,false,4,11462
2787,51583,Skirts,false,false,4,11462
2788,152553,Skorts,false,false,4,11462
2789,99735,Sleepwear,false,true,4,11462
2790,153797,Socks & Tights,false,false,4,11462
2791,51582,Sweaters,false,false,4,11462
2792,152554,Sweatshirts & Hoodies,false,false,4,11462
2793,51567,Swimwear,false,false,4,11462
2794,175529,"Tops, Shirts & T-Shirts",false,true,4,11462
2795,51586,Underwear,false,false,4,11462
2796,28017,Uniforms,false,false,4,11462
2797,15652,Mixed Items & Lots,true,false,4,11462
2798,51587,Other Girls' Clothes Sizes 4+,false,false,4,11462
2799,57974,Girls' Shoes,false,true,3,171146
